month,day,hour,kw
4,1,0,0.75416327666354
4,1,1,0.6494225137552146
4,1,2,0.7306846776918929
4,1,3,0.8207820325332255
4,1,4,0.29928422038976116
4,1,5,0.2858831395568679
4,1,6,0.2800539227075032
4,1,7,0.2328886321873443
4,1,8,0.3692777038329571
4,1,9,0.3784598111633799
4,1,10,0.29363817389420926
4,1,11,0.2373769665463082
4,1,12,0.288744426844343
4,1,13,0.24847899493956993
4,1,14,1.02587045094581
4,1,15,0.20555699585057818
4,1,16,0.2062319838225058
4,1,17,0.28438728606371166
4,1,18,0.20717834386550726
4,1,19,0.2499406777819691
4,1,20,0.2722784851651097
4,1,21,1.4398458505966878
4,1,22,1.4079455584211136
4,1,23,0.9987326601874671
4,2,0,0.630123671382375
4,2,1,0.8753196583021794
4,2,2,0.6779112995419475
4,2,3,0.816655675097035
4,2,4,0.23678020020018536
4,2,5,0.2916972466279093
4,2,6,0.2264423330515621
4,2,7,0.21204048963523403
4,2,8,0.38358917112244595
4,2,9,0.3654989086202084
4,2,10,0.22993761962264492
4,2,11,0.25491567406101534
4,2,12,0.24731291307752068
4,2,13,0.23321322179679715
4,2,14,0.9303065315821998
4,2,15,0.2956183618758855
4,2,16,0.2439362048478295
4,2,17,0.22159012068553235
4,2,18,0.27147985666075486
4,2,19,0.2438110387059659
4,2,20,0.233659379296366
4,2,21,1.375612611087366
4,2,22,1.2795904725116547
4,2,23,1.0911910763222277
4,3,0,0.8055393555043461
4,3,1,0.6298982567929917
4,3,2,0.6914593672085356
4,3,3,0.8960667227636743
4,3,4,0.27900088369240583
4,3,5,0.2374950898802898
4,3,6,0.2902600500127582
4,3,7,0.2657838621616147
4,3,8,0.3580768522399937
4,3,9,0.3770648701299194
4,3,10,0.27800920200745866
4,3,11,0.20840511479375975
4,3,12,0.21075155055015996
4,3,13,0.2520953013862707
4,3,14,0.7259474208545518
4,3,15,0.20988094895806744
4,3,16,0.20029768165098344
4,3,17,0.20468786014215823
4,3,18,0.2715348301704202
4,3,19,0.2989443784278118
4,3,20,0.2544314667030259
4,3,21,1.2705908514558735
4,3,22,1.2039528354661482
4,3,23,0.9770927321383056
4,4,0,0.6450804278786845
4,4,1,0.6040146110431817
4,4,2,0.886740236225561
4,4,3,0.8993434289635082
4,4,4,0.2691349647083525
4,4,5,0.27561873734772663
4,4,6,0.2454390079555826
4,4,7,0.2896796643409022
4,4,8,0.38477997520828067
4,4,9,0.30073107275693944
4,4,10,0.291467429468161
4,4,11,0.27248665266185507
4,4,12,0.2330572970156591
4,4,13,0.2869202449087031
4,4,14,0.8586629923653782
4,4,15,0.2612016435309279
4,4,16,0.2969110385946715
4,4,17,0.22459164992659092
4,4,18,0.2731659469190213
4,4,19,0.223797795275403
4,4,20,0.2659191783571272
4,4,21,1.3786772549622297
4,4,22,1.2728769946365823
4,4,23,1.1419768599160252
4,5,0,0.7025824234725377
4,5,1,0.8458529600456184
4,5,2,0.6573386905030747
4,5,3,0.6598144233781975
4,5,4,0.2070546085834719
4,5,5,0.221864835004347
4,5,6,0.21477105020530965
4,5,7,0.28930169697944774
4,5,8,0.34506194903281057
4,5,9,0.37687132568432546
4,5,10,0.2519243995465174
4,5,11,0.29009365926044434
4,5,12,0.2490353959599629
4,5,13,0.23996109591653464
4,5,14,0.7568214162883842
4,5,15,0.28064095736279215
4,5,16,0.2761641156656538
4,5,17,0.2818805172578601
4,5,18,0.23793585330272327
4,5,19,0.2998039254671156
4,5,20,0.2536432381421691
4,5,21,1.3135295864137089
4,5,22,1.4971770940572167
4,5,23,0.9953203490233804
4,6,0,0.8983986083884901
4,6,1,0.6497135147237055
4,6,2,0.6972673975700169
4,6,3,0.859118051274955
4,6,4,0.24330281161085418
4,6,5,0.2601182482252394
4,6,6,0.2306752887994471
4,6,7,0.23647869807914074
4,6,8,0.3858096497512423
4,6,9,0.3481605839271087
4,6,10,0.27902805343842985
4,6,11,0.20175859931443707
4,6,12,0.20615417051576604
4,6,13,0.23392067168973624
4,6,14,0.9654497706360885
4,6,15,0.27133668011474155
4,6,16,0.25026417536271894
4,6,17,0.2589947093581429
4,6,18,0.26151073898603816
4,6,19,0.23165142316294673
4,6,20,0.2735699429621283
4,6,21,1.2889286591252234
4,6,22,1.5630011005394517
4,6,23,1.1396189815149442
4,7,0,0.8078363532586069
4,7,1,0.645360086452369
4,7,2,0.7474117075841904
4,7,3,0.75120095567572
4,7,4,0.25444072719710353
4,7,5,0.28375251236369237
4,7,6,0.2219016402746265
4,7,7,0.233417861760781
4,7,8,0.37741271209799515
4,7,9,0.3614134394523544
4,7,10,0.2345212139418796
4,7,11,0.29993407791456594
4,7,12,0.211691966437398
4,7,13,0.29259174960046264
4,7,14,1.0711904896170505
4,7,15,0.24150522037520777
4,7,16,0.2133147877224495
4,7,17,0.2793648234107309
4,7,18,0.2554490338375779
4,7,19,0.20131098946347661
4,7,20,0.2623311606009664
4,7,21,1.5115922170846428
4,7,22,1.3432482552346032
4,7,23,1.150320205945948
4,8,0,0.6706432562350113
4,8,1,0.6282704595565853
4,8,2,0.6007006863117401
4,8,3,0.8524418633996254
4,8,4,0.2639528149153774
4,8,5,0.26622956627781613
4,8,6,0.24560892409069618
4,8,7,0.2276031106920302
4,8,8,0.34455659204136063
4,8,9,0.3049654856215443
4,8,10,0.2834448381935947
4,8,11,0.22694586036857756
4,8,12,0.23544110680419167
4,8,13,0.2769191109492396
4,8,14,0.7537502915878731
4,8,15,0.2304285237484902
4,8,16,0.2184469121831925
4,8,17,0.23852186473171988
4,8,18,0.2109175767641378
4,8,19,0.24547135113954555
4,8,20,0.25542307299330763
4,8,21,1.546406645594044
4,8,22,1.2524531436730295
4,8,23,1.0339829148708486
