month,day,hour,kw
4,1,0,0.9391064124993972
4,1,1,1.033154172636055
4,1,2,0.8869286196133681
4,1,3,0.8709658904609411
4,1,4,0.2887223351051317
4,1,5,0.24835192842166148
4,1,6,0.2114088427679469
4,1,7,0.2859275628709829
4,1,8,0.59580567878709
4,1,9,0.5607082830574012
4,1,10,0.20493237140724058
4,1,11,0.28955605570325504
4,1,12,0.2834446771812012
4,1,13,0.23074285418419033
4,1,14,0.8279783472946182
4,1,15,0.5969015694296742
4,1,16,0.5060645918701795
4,1,17,0.5929025770146803
4,1,18,0.5754372688627907
4,1,19,0.5022434152643052
4,1,20,0.562438108476756
4,1,21,1.2348488977935388
4,1,22,1.1257792682571865
4,1,23,1.1405183631976608
4,2,0,0.8827496712674298
4,2,1,0.8403587625843573
4,2,2,1.0684316087028876
4,2,3,1.0480983617188535
4,2,4,0.28453199719971733
4,2,5,0.2671554633873928
4,2,6,0.26221088201464304
4,2,7,0.2800287571820125
4,2,8,0.5548316081592783
4,2,9,0.5597837957315539
4,2,10,0.29362739013148403
4,2,11,0.28093562936194666
4,2,12,0.2954305228173688
4,2,13,0.2544589695659494
4,2,14,1.0206945262090052
4,2,15,0.5828757749393173
4,2,16,0.5274520652791623
4,2,17,0.5832412545866151
4,2,18,0.5459148831501957
4,2,19,0.5882657891365104
4,2,20,0.5079721559853032
4,2,21,1.2534700039951314
4,2,22,1.0450234262537648
4,2,23,1.105494265423398
4,3,0,0.9531950783156068
4,3,1,0.9558313361466548
4,3,2,0.9797555954056323
4,3,3,0.9280932168610943
4,3,4,0.21232473703201085
4,3,5,0.2758578947360533
4,3,6,0.2546414633073879
4,3,7,0.2510103044965587
4,3,8,0.53531160157159
4,3,9,0.5385836372197736
4,3,10,0.22755224906476665
4,3,11,0.2690791499303965
4,3,12,0.23209110182994422
4,3,13,0.25144746601776535
4,3,14,0.7951506881034759
4,3,15,0.5416748439518584
4,3,16,0.5353984146298719
4,3,17,0.581215498764726
4,3,18,0.5208850809468126
4,3,19,0.5513411373837265
4,3,20,0.5332307672027405
4,3,21,1.031323684836548
4,3,22,1.1372156259980881
4,3,23,1.0971458785392008
4,4,0,0.8972183778867824
4,4,1,0.9473752940600533
4,4,2,1.0897632825023185
4,4,3,0.9935669534661113
4,4,4,0.26454528587438203
4,4,5,0.21346539804267867
4,4,6,0.24387501636468295
4,4,7,0.2875691907279666
4,4,8,0.593189397709584
4,4,9,0.5773398049620813
4,4,10,0.20435214698370383
4,4,11,0.2022825475513917
4,4,12,0.22433194860306543
4,4,13,0.23597177492879917
4,4,14,1.0906712529007858
4,4,15,0.5129938438410346
4,4,16,0.5033775274852066
4,4,17,0.5501162417952523
4,4,18,0.5470698441206593
4,4,19,0.5379387638401821
4,4,20,0.5289618525736546
4,4,21,0.9267565425383743
4,4,22,1.027012446631609
4,4,23,1.1655678453369294
4,5,0,0.8393240455479747
4,5,1,0.9810911835559706
4,5,2,0.9604918218623144
4,5,3,1.0001880259798799
4,5,4,0.20301445523099443
4,5,5,0.2576611502292896
4,5,6,0.29498896221243454
4,5,7,0.2919042623684377
4,5,8,0.5952802958102279
4,5,9,0.5802109862159986
4,5,10,0.23853336345654963
4,5,11,0.21179130136470628
4,5,12,0.2519200825922755
4,5,13,0.2293938169448619
4,5,14,0.7502157474101214
4,5,15,0.5060531146614476
4,5,16,0.5556777644729795
4,5,17,0.5802427420476957
4,5,18,0.5363962944461251
4,5,19,0.5527966189248051
4,5,20,0.540888623380986
4,5,21,1.2452552491953546
4,5,22,1.0370876880424402
4,5,23,1.141668018268365
4,6,0,0.8604017333864007
4,6,1,0.8381030165797108
4,6,2,0.8433623295301838
4,6,3,1.0780549611952965
4,6,4,0.2102592708646559
4,6,5,0.2340738692600692
4,6,6,0.25828692139402687
4,6,7,0.20928504435670825
4,6,8,0.5207278662073221
4,6,9,0.5369106642403236
4,6,10,0.25162991290651815
4,6,11,0.20499788448441042
4,6,12,0.23321936377330393
