month,day,hour,kw
4,1,0,0.6880935452554388
4,1,1,0.7974592263272695
4,1,2,0.8541561651575351
4,1,3,0.8185577424765806
4,1,4,0.233109776716031
4,1,5,0.26172023437988695
4,1,6,0.2375646684960605
4,1,7,0.2667164784880896
4,1,8,0.3585494440084856
4,1,9,0.32159859593279644
4,1,10,0.20433084349774647
4,1,11,0.2612504918471008
4,1,12,0.23144792059935076
4,1,13,0.20694509067631195
4,1,14,0.840053047580071
4,1,15,0.2704263908404172
4,1,16,0.26835354962979524
4,1,17,0.28589973320812895
4,1,18,0.2814678208401513
4,1,19,0.24616700319022072
4,1,20,0.2129966055987721
4,1,21,1.2651437449804293
4,1,22,1.3936509821680954
4,1,23,0.9072604850022905
4,2,0,0.6645645863784495
4,2,1,0.727701475079804
4,2,2,0.8187323353778079
4,2,3,0.666354845384721
4,2,4,0.23842621838582054
4,2,5,0.2652085620770834
4,2,6,0.28881967629872174
4,2,7,0.20725540436704004
4,2,8,0.30530662189557145
4,2,9,0.34475140651734854
4,2,10,0.2635987989785278
4,2,11,0.23638914261995214
4,2,12,0.23656811980995218
4,2,13,0.2334662947152548
4,2,14,0.77145766906976
4,2,15,0.21094909148691948
4,2,16,0.24007245425739174
4,2,17,0.265571182107281
4,2,18,0.21599193158029176
4,2,19,0.2945466774060229
4,2,20,0.23295055087213828
4,2,21,1.4288668493639298
4,2,22,1.5615445985792582
4,2,23,0.9313723538764933
4,3,0,0.6350770290755631
4,3,1,0.6679937756685842
4,3,2,0.8702764224915374
4,3,3,0.6245128161091535
4,3,4,0.22692992381324817
4,3,5,0.20957943875269988
4,3,6,0.2946814663165106
4,3,7,0.2702029335650712
4,3,8,0.35531897728167045
4,3,9,0.3047495212298096
4,3,10,0.209385253144997
4,3,11,0.24616966639882754
4,3,12,0.2650624991578257
4,3,13,0.25403420392641246
4,3,14,0.7093771342901629
4,3,15,0.2624271332839715
4,3,16,0.24617784732166867
4,3,17,0.2873315447284086
4,3,18,0.20028043091664632
4,3,19,0.21018471036305375
4,3,20,0.20899355798923344
4,3,21,1.5333221816832654
4,3,22,1.2281494523988614
4,3,23,1.0061302284224924
4,4,0,0.6656371524213537
4,4,1,0.8676189578750786
4,4,2,0.6392065184017633
4,4,3,0.7817132041508167
4,4,4,0.23177404741014118
4,4,5,0.20777259071035084
4,4,6,0.26108802154475585
4,4,7,0.28260543245378766
4,4,8,0.3832029837690475
4,4,9,0.3843973742260277
4,4,10,0.2913828394912452
4,4,11,0.2592232186883773
4,4,12,0.22475171845476685
4,4,13,0.2932840574990234
4,4,14,0.7015461953917366
4,4,15,0.24870932830679765
4,4,16,0.2772266001270478
4,4,17,0.25977520502958307
4,4,18,0.23313698052780263
4,4,19,0.23884741792505113
4,4,20,0.2216110321022297
4,4,21,1.2941691101879151
4,4,22,1.4273260495929452
4,4,23,0.9878074500416174
4,5,0,0.7283932304261591
4,5,1,0.6449081777851562
4,5,2,0.7661056933267054
4,5,3,0.8963883210410419
4,5,4,0.2847766058047211
4,5,5,0.22081096280713883
4,5,6,0.28433643433091416
4,5,7,0.2782948735306233
4,5,8,0.37159181402319397
4,5,9,0.3136796497815417
4,5,10,0.24228990830741953
4,5,11,0.28655584739640927
4,5,12,0.27576818295184713
4,5,13,0.20798349008082465
4,5,14,1.0546059047106902
4,5,15,0.21746037832765577
4,5,16,0.20484868870833928
4,5,17,0.25158560306862116
