month,day,hour,kw
4,1,0,0.6820968154642348
4,1,1,0.8353615836582622
4,1,2,0.6256229428461921
4,1,3,0.676288652204948
4,1,4,0.23756438039079106
4,1,5,0.21954369762230272
4,1,6,0.25650948281888214
4,1,7,0.2098381442660996
4,1,8,0.5818660886030499
4,1,9,0.5243166010166951
4,1,10,0.2735996013542478
4,1,11,0.2703510785765717
4,1,12,0.2764486819567127
4,1,13,0.20212952977295526
4,1,14,0.7953992034405927
4,1,15,0.539719816041568
4,1,16,0.5787565874548657
4,1,17,0.5615589090691415
4,1,18,0.5009465459946745
4,1,19,0.5832386018711135
4,1,20,0.5077196590478757
4,1,21,1.2511316130456203
4,1,22,1.4600877583167027
4,1,23,0.9933862665450028
4,2,0,0.8009108188880473
4,2,1,0.832260090029872
4,2,2,0.6778257823643085
4,2,3,0.6920394735835441
4,2,4,0.28645138038677137
4,2,5,0.24993018199850364
4,2,6,0.28179667338087533
4,2,7,0.2135494997471385
4,2,8,0.5722369733223003
4,2,9,0.5474978496390297
4,2,10,0.2662301371465123
4,2,11,0.22882738889535353
4,2,12,0.2965200445285268
4,2,13,0.2785851764327366
4,2,14,1.0050339479084798
4,2,15,0.543829499854829
4,2,16,0.5448202143514694
4,2,17,0.5768036319399721
4,2,18,0.5538311074476744
4,2,19,0.5533132015003269
4,2,20,0.5274679288078572
4,2,21,1.5011649418842674
4,2,22,1.4527627762542747
4,2,23,1.0421873523326142
4,3,0,0.6207272035232165
4,3,1,0.8277386515226399
4,3,2,0.7328297145964342
4,3,3,0.6805793741456587
4,3,4,0.2513199209554279
4,3,5,0.2188182949943036
4,3,6,0.2038462040390013
4,3,7,0.2742439396886022
4,3,8,0.5162969067977095
4,3,9,0.5734888481518199
4,3,10,0.24820900341325133
4,3,11,0.2643662327827838
4,3,12,0.24932931856788082
4,3,13,0.2561845252298916
4,3,14,1.052616344739575
4,3,15,0.5892996635418926
4,3,16,0.5592984181518335
4,3,17,0.5826367546357646
4,3,18,0.5618131351500799
4,3,19,0.5876492384285879
4,3,20,0.555118944440778
4,3,21,1.4893466674025726
4,3,22,1.2056261446642895
4,3,23,1.1874681826379214
4,4,0,0.8678845846713004
4,4,1,0.6532640886595213
4,4,2,0.7487712427265334
4,4,3,0.646824105478379
4,4,4,0.2857671217202635
4,4,5,0.2064455954250379
4,4,6,0.25373297574244374
4,4,7,0.2693538380796689
4,4,8,0.5592018606527118
4,4,9,0.5073302890996574
4,4,10,0.29302983254722137
4,4,11,0.21478236783901344
4,4,12,0.27602861663610306
4,4,13,0.21738201940656082
4,4,14,0.8601411565458312
4,4,15,0.5116379313775289
4,4,16,0.5597863439705765
4,4,17,0.5148075190841224
4,4,18,0.5942527659500951
4,4,19,0.5081312556702453
4,4,20,0.5431341597219188
4,4,21,1.3662161056892728
4,4,22,1.5291942685699478
4,4,23,0.9045424856897832
4,5,0,0.6670591928327344
4,5,1,0.6732875426025103
4,5,2,0.8215103908628416
4,5,3,0.6673305485486701
4,5,4,0.28221403773100545
4,5,5,0.2866713382182249
4,5,6,0.27565850728619284
4,5,7,0.23626221378816262
4,5,8,0.5949571052444863
4,5,9,0.5586162194812958
4,5,10,0.27986691067050007
4,5,11,0.2647450418730415
4,5,12,0.2045468793877394
4,5,13,0.22781576062526482
4,5,14,0.9976971986552636
4,5,15,0.5388024685872962
4,5,16,0.5766959688098167
4,5,17,0.5677384167617401
4,5,18,0.5226441475464446
4,5,19,0.594533911551127
4,5,20,0.510547183774216
4,5,21,1.519091207944156
4,5,22,1.4978732978959721
