month,day,hour,kw
4,1,0,1.6052246535088122
4,1,1,1.5908581160140467
4,1,2,1.2801182425458093
4,1,3,1.5566974290541078
4,1,4,1.4570462874732044
4,1,5,1.6450377270941403
4,1,6,1.3039797158346111
4,1,7,1.2276052970265574
4,1,8,2.742629744366938
4,1,9,2.6720645393346762
4,1,10,2.598147846128353
4,1,11,2.5759583147322083
4,1,12,1.8860763189433616
4,1,13,1.7648633093713872
4,1,14,1.9836346880595355
4,1,15,3.1821685490120193
4,1,16,2.229776606681258
4,1,17,2.9301682550389465
4,1,18,2.381543946488121
4,1,19,1.9023342158181809
4,1,20,1.604130033877041
4,1,21,1.3031158054593146
4,1,22,1.6831449178669124
4,1,23,1.8772985562682551
4,2,0,1.9840357067609564
4,2,1,2.0499873254766294
4,2,2,1.229454582179096
4,2,3,1.3493347539143232
4,2,4,1.4667205414572448
4,2,5,1.3781722131906609
4,2,6,1.4938134457079626
4,2,7,1.7674345703876768
4,2,8,2.5007535921306516
4,2,9,2.2896960099164803
4,2,10,2.138505086211055
4,2,11,2.915514929781903
4,2,12,1.6152619216991648
4,2,13,1.6531272248545146
4,2,14,2.147165593943396
4,2,15,2.713603003651838
4,2,16,2.8870296669903452
4,2,17,1.9693830552095015
4,2,18,3.037370201518028
4,2,19,2.3434994255157298
4,2,20,1.7866343121091586
4,2,21,1.9572065382650472
4,2,22,1.969167319529192
4,2,23,1.6343088926837743
4,3,0,1.5313539355882666
4,3,1,1.3581242696371532
4,3,2,2.0714840197988558
4,3,3,1.8085611821578556
4,3,4,1.721176198258056
4,3,5,1.4841786226650489
4,3,6,1.4902308026115794
4,3,7,1.8048197253403986
4,3,8,2.10990365472322
4,3,9,2.088313976960921
4,3,10,3.102513917160479
4,3,11,2.7664763548058033
4,3,12,1.971011058181194
4,3,13,1.650265392386827
4,3,14,1.8280502223333113
4,3,15,2.3302841074386054
4,3,16,2.114891034428824
4,3,17,3.1621096318314423
4,3,18,2.3695398802796235
4,3,19,1.9005160902089857
4,3,20,1.4049495406023524
4,3,21,1.8223465536454366
4,3,22,2.0436224959088727
4,3,23,1.7301472817723702
4,4,0,2.051845237228618
4,4,1,1.4444696742248666
4,4,2,1.627102179149189
4,4,3,1.8657367896287336
4,4,4,1.5352094729437242
4,4,5,1.346298697504237
4,4,6,2.0795210060979143
4,4,7,1.4008564620506623
4,4,8,2.53460780076829
4,4,9,2.300470326053926
4,4,10,3.1001415063118527
4,4,11,2.53461803334575
4,4,12,1.2088940861501443
4,4,13,1.4161864290647714
4,4,14,1.9762006522709554
4,4,15,3.1240026132592833
4,4,16,3.0682763167798885
4,4,17,2.871840400164026
4,4,18,3.0445095834665223
4,4,19,2.564567950874209
4,4,20,1.3652412934128915
4,4,21,1.5701888207502521
4,4,22,1.4325926392663404
4,4,23,1.6227517345436522
4,5,0,1.637385721387576
4,5,1,1.4642956699803449
4,5,2,1.527654690120127
4,5,3,1.896722972318889
4,5,4,1.4376565255695066
4,5,5,1.964405474573299
4,5,6,2.1765133735266806
4,5,7,1.4253737627577525
4,5,8,1.9097293369723278
4,5,9,3.277721075852002
4,5,10,3.1774310923330544
4,5,11,3.1257389208148583
4,5,12,1.9074705897825093
4,5,13,1.4879047895199227
4,5,14,1.6785166906850646
4,5,15,2.333018954790289
4,5,16,2.363521309468723
4,5,17,2.563683813691463
4,5,18,2.3643595001811146
4,5,19,1.8761934215559224
4,5,20,1.8962422419384137
4,5,21,1.5868715876574946
4,5,22,1.3595009352310394
4,5,23,2.1937610144343562
4,6,0,2.035247172452906
4,6,1,2.1147955666313023
4,6,2,2.1035115098079995
4,6,3,1.6519922797695528
4,6,4,1.666568228022419
4,6,5,1.5874238773692686
4,6,6,1.70017615430623
4,6,7,1.8035274528265097
4,6,8,2.4983894823351553
4,6,9,3.0091643634243397
4,6,10,2.3854775245658324
4,6,11,2.890326811100696
