month,day,hour,kw
4,1,0,1.0505879520077688
4,1,1,1.084888601235686
4,1,2,0.8459895574564468
4,1,3,1.0775234951237063
4,1,4,0.2832361491023666
4,1,5,0.28653640548421294
4,1,6,0.2292523512889478
4,1,7,0.2902616154235269
4,1,8,0.5068753833085531
4,1,9,0.5869872913069211
4,1,10,0.24776638536317178
4,1,11,0.29990355866888707
4,1,12,0.29651788984294175
4,1,13,0.23311477468984418
4,1,14,0.9722199848371591
4,1,15,0.582912879162736
4,1,16,0.5762181844273471
4,1,17,0.5334847455569307
4,1,18,0.5036012451652643
4,1,19,0.5172643639871635
4,1,20,0.5481703002141518
4,1,21,1.0282515764062736
4,1,22,1.2254078539754578
4,1,23,0.9855856174681477
4,2,0,0.8979733829675588
4,2,1,0.9613210549894844
4,2,2,0.8739029482423922
4,2,3,0.9007365304489179
4,2,4,0.23587368475621895
4,2,5,0.2117947281757297
4,2,6,0.23051316673912225
4,2,7,0.23470525249376117
4,2,8,0.546142020991781
4,2,9,0.5191184275162297
4,2,10,0.20113730659113263
4,2,11,0.2810036079091076
4,2,12,0.26867402082224523
4,2,13,0.24504405805303603
4,2,14,0.763343598656907
4,2,15,0.5830977044173052
4,2,16,0.5405756248994139
4,2,17,0.531743174672537
4,2,18,0.5676167271492482
4,2,19,0.5775728419447936
4,2,20,0.5547357914821603
4,2,21,1.0397990876542436
4,2,22,0.9188354113672097
4,2,23,1.0820114021515375
4,3,0,0.8560127767167578
4,3,1,0.869295078738695
4,3,2,1.0581514986629346
4,3,3,0.8701958080356696
4,3,4,0.2415326323915902
4,3,5,0.23340523209984715
4,3,6,0.21587120686874764
4,3,7,0.2184303871092113
4,3,8,0.5443499956828682
4,3,9,0.5399139836153048
4,3,10,0.2766403008027454
4,3,11,0.21379744138839232
4,3,12,0.27815284967912945
4,3,13,0.24894762065788464
4,3,14,0.9171911315257432
4,3,15,0.53112327926721
4,3,16,0.5535174445601438
4,3,17,0.5691716147181024
4,3,18,0.5807385238550834
4,3,19,0.5916574193245885
4,3,20,0.555964634934073
4,3,21,1.0841401391873666
4,3,22,1.226344115872422
4,3,23,1.1286209004929137
4,4,0,0.831956092621784
4,4,1,1.0695593979402662
4,4,2,0.819351414566896
4,4,3,0.8932397846024727
4,4,4,0.26030017464767474
4,4,5,0.2549636649702394
4,4,6,0.20288845885104306
4,4,7,0.20537515785474197
4,4,8,0.5312551096478976
4,4,9,0.542010214428636
4,4,10,0.2151826026422583
4,4,11,0.2588943615531112
4,4,12,0.20625229524186986
4,4,13,0.25138263277784834
4,4,14,1.0221969647617326
4,4,15,0.5668711989161974
4,4,16,0.5127000266357535
4,4,17,0.5467740853916192
4,4,18,0.5123617168771447
4,4,19,0.5721179766411361
4,4,20,0.5589729199875807
4,4,21,1.0282484039628321
4,4,22,0.9981388021907791
4,4,23,0.9879284041432729
4,5,0,0.8246267597601008
4,5,1,1.0011230458731208
4,5,2,1.0350454892397651
4,5,3,0.8501271074827174
4,5,4,0.24578207856651899
4,5,5,0.2504158386587967
4,5,6,0.21783310177346638
4,5,7,0.20868598870316102
4,5,8,0.552213073769921
4,5,9,0.507226993077935
4,5,10,0.27033756280266735
4,5,11,0.2136340752625648
4,5,12,0.26178070009225524
4,5,13,0.26587080277610187
4,5,14,0.8324669805697127
4,5,15,0.5002291680719926
4,5,16,0.5628319738658594
4,5,17,0.5777049605902974
4,5,18,0.5312588523545407
4,5,19,0.5487929455582458
4,5,20,0.571627659238845
4,5,21,1.0793592122978721
4,5,22,1.1580208737813344
4,5,23,0.9595506764259721
4,6,0,0.9062923772044861
4,6,1,1.0129920959848044
4,6,2,0.8454160497681681
4,6,3,0.8268807487205169
4,6,4,0.21613210790938792
4,6,5,0.239983572992054
4,6,6,0.20354192965791723
4,6,7,0.20762383269929163
4,6,8,0.5265749662593612
4,6,9,0.5369079313126008
4,6,10,0.22710128833237148
4,6,11,0.21770246595837692
4,6,12,0.2944502472472415
4,6,13,0.2619073815001506
4,6,14,0.8272619447167519
4,6,15,0.5246908273171831
4,6,16,0.5815756491582591
4,6,17,0.5537299014430511
4,6,18,0.5119765712044955
4,6,19,0.567473651016399
4,6,20,0.5865482682811198
4,6,21,1.2394951358909365
4,6,22,1.018231177688842
4,6,23,0.9221094876388525
4,7,0,1.0247899399979445
4,7,1,1.089653756145149
4,7,2,0.8902354746368408
4,7,3,0.8669892124869346
4,7,4,0.26002124169789753
4,7,5,0.23121822995198044
4,7,6,0.2943945730574802
4,7,7,0.2417866646824145
4,7,8,0.5578457358451127
4,7,9,0.5972744217246594
4,7,10,0.28667747308399155
4,7,11,0.24114237767016322
4,7,12,0.24872298607900625
4,7,13,0.24831858313059163
4,7,14,0.9898101754347363
4,7,15,0.5892278805353262
4,7,16,0.5757800114284739
4,7,17,0.5286698512288167
4,7,18,0.5344141048741773
4,7,19,0.5818765852633325
4,7,20,0.5962384186757383
4,7,21,1.0840738319116752
4,7,22,1.1908973713008857
4,7,23,1.1169171200369146
4,8,0,0.8035673331599543
4,8,1,1.0524949045515564
4,8,2,0.8742342471575034
4,8,3,0.8551725863354959
4,8,4,0.20980681095008066
4,8,5,0.2857381373684685
4,8,6,0.24696022997550812
4,8,7,0.29817170185298114
4,8,8,0.532578186028868
4,8,9,0.5758729817139263
4,8,10,0.2568641384330139
4,8,11,0.20534139677491733
4,8,12,0.21779878815498455
4,8,13,0.29933761486331717
4,8,14,1.0779118305405353
4,8,15,0.5560683191211253
4,8,16,0.5965542965200472
4,8,17,0.5361064743948754
4,8,18,0.5589627865921097
4,8,19,0.5898025407957784
4,8,20,0.5667820926446786
4,8,21,1.078251741709612
4,8,22,1.1106401229310694
4,8,23,0.9377318876638089
4,9,0,0.9382373564020967
4,9,1,0.9931683242537751
4,9,2,0.8927882658659995
4,9,3,0.8413417868468878
4,9,4,0.20990506783356394
4,9,5,0.28786295475314416
4,9,6,0.2836952696470376
4,9,7,0.25844333026191907
4,9,8,0.5190285336821286
4,9,9,0.5071528322884855
4,9,10,0.28885091379120975
4,9,11,0.23848854720207213
4,9,12,0.29101118378496166
4,9,13,0.2505590829103319
4,9,14,0.7052498818781182
4,9,15,0.5044016604243681
4,9,16,0.5047313704420482
4,9,17,0.5258899298260137
4,9,18,0.5751905356649084
4,9,19,0.5163964962622308
4,9,20,0.5413624377028143
4,9,21,1.076637145376577
4,9,22,1.242487598007897
4,9,23,1.1797552583961783
4,10,0,0.9261109096828951
4,10,1,1.05016110580361
4,10,2,0.8776238582921385
4,10,3,1.0998830645953825
4,10,4,0.23434405826695687
4,10,5,0.20746326451701794
4,10,6,0.21821034450327653
4,10,7,0.21420553094882738
4,10,8,0.5391005515959623
4,10,9,0.5589435829491314
4,10,10,0.25681285486252564
4,10,11,0.278722490339367
4,10,12,0.28499942965061364
